--- A078567 sequence check ---
a(1): PASS (0)
a(2): PASS (1)
a(3): PASS (4)
a(4): PASS (9)
a(5): PASS (17)
a(6): PASS (27)
a(7): PASS (41)
a(8): PASS (57)
a(9): PASS (77)
a(10): PASS (100)
a(11): PASS (127)

--- Identity check (all methods vs brute force, n <= 300) ---
All n in [2,300]: PASS

--- Asymptotic error and empirical theta ---
a(n) = n^2/2*log(n) + (g-3/4)*n^2 + n/4  +  err_osc
err_osc = O(n^{theta+1/2}).  ratio=1.0010  cutoff=1000
Below cutoff: fused verified vs hoying.  Above: fused only (trusted).
Computing 36860 sample points on 20 threads...

                   n   err_a/n^.75  env_max/n^.75   err_D/n^.25   combo/n^.25      θ_slope  method
         83627299944       0.05176       0.11610             -             -     +873.0040  fused
         83710927244      -0.06279       0.11602             -             -     +193.4861  fused
         83794638171       0.01744       0.11593             -             -    -1281.5474  fused
         83878432809       0.03671       0.11584             -             -     +745.1057  fused
         83962311242      -0.01015       0.11575             -             -    -1286.2812  fused
         84046273553      -0.02797       0.11567             -             -    +1014.7200  fused
         84130319827       0.05231       0.11558             -             -     +626.6428  fused
         84214450147      -0.00696       0.11549             -             -    -2017.6655  fused
         84298664597       0.03510       0.11541             -             -    +1618.8555  fused
         84382963261      -0.05625       0.11532             -             -     +472.1144  fused
         84467346225       0.05224       0.11524             -             -      -73.7708  fused
         84551813571       0.01001       0.11515             -             -    -1652.3633  fused
         84636365384       0.03616       0.11506             -             -    +1284.8701  fused
         84721001750      -0.00045       0.11498             -             -    -4379.7434  fused
         84805722752       0.03785       0.11489             -             -    +4425.9526  fused
         84890528474      -0.03481       0.11480             -             -      -83.6896  fused
         84975419003      -0.06237       0.11472             -             -     +583.7896  fused
         85060394422      -0.00891       0.11463             -             -    -1946.8674  fused
         85145454816       0.00709       0.11455             -             -     -227.6062  fused
         85230600271      -0.04307       0.11446             -             -    +1804.7596  fused
         85315830871       0.00157       0.11437             -             -    -3313.9149  fused
         85401146702      -0.03540       0.11429             -             -    +3118.4041  fused
         85486547849      -0.07343       0.11420             -             -     +730.1634  fused
         85572034397      -0.00690       0.11412             -             -    -2365.3738  fused
         85657606431      -0.02362       0.11403             -             -    +1231.0573  fused
         85743264038      -0.02652       0.11395             -             -     +115.9239  fused
         85829007302      -0.04707       0.11386             -             -     +574.4748  fused
         85914836309      -0.02997       0.11378             -             -     -451.3331  fused
         86000751145       0.03023       0.11369             -             -       +8.7936  fused
         86086751896      -0.07110       0.11361             -             -     +855.9328  fused
         86172838648       0.00932       0.11352             -             -    -2032.4123  fused
         86259011487       0.00861       0.11344             -             -      -79.5244  fused
         86345270498       0.01392       0.11335             -             -     +481.0633  fused
         86431615769       0.03816       0.11327             -             -    +1009.2862  fused
         86518047385      -0.02249       0.11318             -             -     -528.9132  fused
         86604565432      -0.01049       0.11310             -             -     -762.2757  fused
         86691169997       0.03823       0.11301             -             -    +1293.6645  fused
         86777861167       0.02285       0.11293             -             -     -514.8425  fused
         86864639029      -0.06661       0.11284             -             -    +1070.9177  fused
         86951503668      -0.01501       0.11276             -             -    -1490.7467  fused
         87038455171      -0.02412       0.11267             -             -     +475.0188  fused
         87125493626       0.02991       0.11259             -             -     +215.2494  fused
         87212619120      -0.10117       0.11250             -             -    +1219.6632  fused
         87299831739      -0.00780       0.11242             -             -    -2563.2476  fused
         87387131571       0.03428       0.11234             -             -    +1480.8256  fused
         87474518703      -0.02916       0.11225             -             -     -161.4943  fused
         87561993221       0.00881       0.11217             -             -    -1197.0447  fused
         87649555214       0.03507       0.11208             -             -    +1382.0876  fused
         87737204770       0.05971       0.11200             -             -     +532.7240  fused
         87824941974      -0.01684       0.11192             -             -    -1265.8962  fused
         87912766916       0.03576       0.11183             -             -     +753.5078  fused
         88000679683       0.02699       0.11175             -             -     -281.4230  fused
         88088680363       0.03160       0.11166             -             -     +158.2301  fused
         88176769043       0.05044       0.11158             -             -     +468.0383  fused
         88264945812       0.09411       0.11150             -             -     +624.2823  fused
         88353210758       0.02332       0.11141             -             -    -1395.6334  fused
         88441563969       0.03278       0.11133             -             -     +340.8894  fused
         88530005533      -0.11494       0.11494             -             -    +1255.5121  fused
         88618535539       0.04029       0.11485             -             -    -1048.6572  fused
         88707154074      -0.03824       0.11477             -             -      -51.8754  fused
         88795861228      -0.03792       0.11468             -             -       -8.1433  fused
         88884657089      -0.04989       0.11459             -             -     +274.6620  fused
         88973541746       0.03059       0.11451             -             -     -489.2685  fused
         89062515288      -0.00701       0.11442             -             -    -1473.4448  fused
         89151577803       0.05170       0.11434             -             -    +1999.2337  fused
         89240729381       0.05381       0.11425             -             -      +40.2185  fused
         89329970111      -0.01781       0.11417             -             -    -1106.0472  fused
         89419300081       0.07979       0.11408             -             -    +1500.6628  fused
         89508719381       0.00437       0.11399             -             -    -2904.7571  fused
         89598228100       0.02279       0.11391             -             -    +1651.5397  fused
         89687826328       0.03802       0.11382             -             -     +512.3960  fused
         89777514155      -0.06428       0.11374             -             -     +525.5315  fused
         89867291669       0.00633       0.11365             -             -    -2318.6193  fused
         89957158961       0.00343       0.11357             -             -     -613.7068  fused
         90047116119      -0.00731       0.11348             -             -     +757.6968  fused
         90137163236      -0.00952       0.11340             -             -     +264.4214  fused
         90227300399      -0.04732       0.11331             -             -    +1604.9488  fused
         90317527699       0.04283       0.11323             -             -      -99.5511  fused
         90407845227      -0.02322       0.11314             -             -     -612.0144  fused
         90498253072       0.04104       0.11306             -             -     +569.9954  fused
         90588751325       0.01962       0.11297             -             -     -738.4375  fused
         90679340077       0.06574       0.11289             -             -    +1210.2491  fused
         90770019417       0.02461       0.11280             -             -     -982.9501  fused
         90860789436       0.06731       0.11272             -             -    +1007.0431  fused
         90951650225       0.03829       0.11264             -             -     -564.0471  fused
         91042601876       0.02801       0.11255             -             -     -312.4775  fused
         91133644478      -0.05510       0.11247             -             -     +677.0934  fused
         91224778122      -0.01119       0.11238             -             -    -1595.1582  fused
         91316002900      -0.03466       0.11230             -             -    +1131.7418  fused
         91407318903      -0.06063       0.11221             -             -     +559.8681  fused
         91498726222       0.02166       0.11213             -             -    -1029.7609  fused
         91590224948       0.02933       0.11205             -             -     +303.6591  fused
         91681815173       0.05782       0.11196             -             -     +679.2796  fused
         91773496988      -0.06168       0.11188             -             -      +64.8649  fused
         91865270485       0.01091       0.11179             -             -    -1733.2454  fused
         91957135756       0.00632       0.11171             -             -     -545.3045  fused
         92049092892      -0.00563       0.11163             -             -     -116.3043  fused
         92141141984       0.05874       0.11154             -             -    +2347.0711  fused
         92233283126       0.02592       0.11146             -             -     -818.3295  fused
         92325516410       0.04386       0.11138             -             -     +526.4438  fused
         92417841926       0.01129       0.11129             -             -    -1357.5183  fused
         92510259768      -0.05797       0.11121             -             -    +1637.1156  fused
         92602770028       0.01695       0.11113             -             -    -1229.7299  fused
         92695372798       0.07533       0.11104             -             -    +1492.4012  fused
         92788068170      -0.01477       0.11096             -             -    -1629.7423  fused
         92880856239       0.05411       0.11088             -             -    +1299.2790  fused
         92973737095      -0.07835       0.11079             -             -     +370.5703  fused
         93066710832      -0.01799       0.11071             -             -    -1471.9064  fused
         93159777543      -0.05239       0.11063             -             -    +1069.5987  fused
         93252937320       0.01193       0.11054             -             -    -1480.1616  fused
         93346190258       0.04445       0.11046             -             -    +1316.2776  fused
         93439536448       0.06886       0.11038             -             -     +438.1886  fused
         93532975984       0.03027       0.11030             -             -     -822.1013  fused
         93626508960      -0.08492       0.11021             -             -    +1032.4187  fused
         93720135469       0.00439       0.11013             -             -    -2962.8205  fused
         93813855605      -0.04071       0.11005             -             -    +2227.7556  fused
         93907669460       0.03171       0.10997             -             -     -249.6770  fused
         94001577130       0.05699       0.10988             -             -     +586.5811  fused
         94095578707       0.00717       0.10980             -             -    -2073.1651  fused
         94189674286      -0.00069       0.10972             -             -    -2340.9947  fused
         94283863960      -0.04191       0.10964             -             -    +4107.4094  fused
         94378147824      -0.02037       0.10955             -             -     -721.4368  fused
         94472525972       0.03085       0.10947             -             -     +415.5075  fused
         94566998498      -0.09294       0.10939             -             -    +1103.5701  fused
         94661565496       0.02892       0.10931             -             -    -1167.6990  fused
         94756227062      -0.03325       0.10923             -             -     +139.7205  fused
         94850983289      -0.01095       0.10914             -             -    -1111.1066  fused
         94945834272       0.03552       0.10906             -             -    +1177.7746  fused
         95040780106      -0.06715       0.10898             -             -     +637.4323  fused
         95135820886      -0.10557       0.10890             -             -     +452.8497  fused
         95230956707      -0.02454       0.10882             -             -    -1459.3797  fused
         95326187664       0.01102       0.10874             -             -     -800.6740  fused
         95421513852      -0.04304       0.10865             -             -    +1363.1474  fused
         95516935366       0.04646       0.10857             -             -      +76.8416  fused
         95612452301       0.02115       0.10849             -             -     -787.0298  fused
         95708064753       0.04750       0.10841             -             -     +809.5773  fused
         95803772818      -0.04776       0.10833             -             -       +5.6537  fused
         95899576591       0.05225       0.10825             -             -      +90.2441  fused
         95995476167       0.03113       0.10817             -             -     -517.9103  fused
         96091471644       0.01316       0.10809             -             -     -861.0847  fused
         96187563115       0.01548       0.10800             -             -     +162.3771  fused
         96283750678       0.00478       0.10792             -             -    -1175.3042  fused
         96380034429      -0.08154       0.10784             -             -    +2838.4703  fused
         96476414463      -0.04922       0.10776             -             -     -504.8938  fused
         96572890878       0.01137       0.10768             -             -    -1465.3545  fused
         96669463769       0.04111       0.10760             -             -    +1285.7210  fused
         96766133233      -0.03128       0.10752             -             -     -273.2273  fused
         96862899366      -0.01071       0.10744             -             -    -1072.3272  fused
         96959762265      -0.02254       0.10736             -             -     +745.0473  fused
         97056722027       0.02000       0.10728             -             -     -119.5190  fused
         97153778749      -0.02378       0.10720             -             -     +173.7765  fused
         97250932528      -0.00353       0.10712             -             -    -1907.6611  fused
         97348183461       0.06455       0.10704             -             -    +2907.0401  fused
         97445531644       0.05852       0.10696             -             -      -97.7321  fused
         97542977176      -0.00907       0.10688             -             -    -1865.5251  fused
         97640520153       0.03182       0.10680             -             -    +1256.5155  fused
         97738160673      -0.00040       0.10672             -             -    -4367.8797  fused
         97835898834      -0.00133       0.10664             -             -    +1191.7298  fused
         97933734733       0.07004       0.10656             -             -    +3966.0732  fused
         98031668467      -0.02230       0.10648             -             -    -1144.6962  fused
         98129700136       0.06907       0.10640             -             -    +1131.3644  fused
         98227829836       0.05715       0.10632             -             -     -189.2822  fused
         98326057666      -0.01692       0.10624             -             -    -1217.4431  fused
         98424383724      -0.01477       0.10616             -             -     -135.7186  fused
         98522808107       0.00893       0.10608             -             -     -503.4292  fused
         98621330915       0.04285       0.10600             -             -    +1569.4555  fused
         98719952246       0.05715       0.10592             -             -     +288.3183  fused
         98818672199       0.00995       0.10584             -             -    -1748.8596  fused
         98917490871      -0.05418       0.10576             -             -    +1695.9196  fused
         99016408362       0.05234       0.10568             -             -      -34.2898  fused
         99115424770       0.02422       0.10560             -             -     -770.8122  fused
         99214540195      -0.00682       0.10552             -             -    -1268.0101  fused
         99313754735      -0.07208       0.10544             -             -    +2359.7486  fused
         99413068490       0.01784       0.10537             -             -    -1396.8105  fused
         99512481558      -0.02170       0.10529             -             -     +196.2298  fused
         99611994040       0.04414       0.10521             -             -     +710.7726  fused
         99711606034      -0.05660       0.10513             -             -     +248.9658  fused
         99811317640      -0.01382       0.10505             -             -    -1410.0933  fused
         99911128957       0.01438       0.10497             -             -      +39.3853  fused
        100011040086       0.02256       0.10489             -             -     +451.0177  fused
        100111051126       0.05440       0.10481             -             -     +880.9333  fused
        100211162178      -0.06648       0.10474             -             -     +201.0173  fused
        100311373340       0.07963       0.10466             -             -     +180.7964  fused
        100411684713      -0.01234       0.10458             -             -    -1864.9885  fused
        100512096398      -0.02463       0.10450             -             -     +691.5176  fused
        100612608494      -0.01498       0.10442             -             -     -497.5476  fused
        100713221103      -0.03720       0.10434             -             -     +910.6460  fused
        100813934324       0.02303       0.10427             -             -     -479.8236  fused
        100914748258      -0.05693       0.10419             -             -     +905.8655  fused
        101015663006      -0.01367       0.10411             -             -    -1426.9836  fused
        101116678669      -0.05449       0.10403             -             -    +1383.6505  fused
        101217795348      -0.08444       0.10395             -             -     +438.5512  fused
        101319013143      -0.12909       0.12909             -             -     +424.9517  fused
        101420332157       0.06204       0.12900             -             -     -732.7850  fused
        101521752489      -0.01813       0.12890             -             -    -1230.7846  fused
        101623274241       0.07758       0.12880             -             -    +1454.8687  fused
        101724897515       0.01063       0.12871             -             -    -1988.6993  fused
        101826622413       0.02936       0.12861             -             -    +1016.9289  fused
        101928449035       0.03739       0.12851             -             -     +242.1053  fused
        102030377484      -0.04247       0.12842             -             -     +127.8116  fused
        102132407862       0.05913       0.12832             -             -     +331.3896  fused
        102234540270       0.00529       0.12822             -             -    -2414.1727  fused
        102336774810       0.04820       0.12813             -             -    +2210.1685  fused
        102439111585       0.06204       0.12803             -             -     +252.8557  fused
        102541550696       0.03489       0.12794             -             -     -575.7963  fused
        102644092247      -0.01197       0.12784             -             -    -1069.9093  fused
        102746736339       0.03730       0.12774             -             -    +1137.3041  fused
        102849483076      -0.02689       0.12765             -             -     -327.2629  fused
        102952332559       0.02067       0.12755             -             -     -262.7142  fused
        103055284891       0.02006       0.12746             -             -      -29.6875  fused
        103158340176      -0.02490       0.12736             -             -     +216.2409  fused
        103261498516      -0.01179       0.12727             -             -     -748.0073  fused
        103364760015       0.00836       0.12717             -             -     -342.8516  fused
        103468124775      -0.03319       0.12708             -             -    +1379.3074  fused
        103571592900      -0.10312       0.12698             -             -    +1134.4117  fused
        103675164493       0.02103       0.12689             -             -    -1590.4756  fused
        103778839657      -0.05868       0.12679             -             -    +1026.9091  fused
        103882618497       0.06761       0.12670             -             -     +142.0262  fused
        103986501115      -0.03894       0.12660             -             -     -551.7296  fused
        104090487616       0.03401       0.12651             -             -     -135.2216  fused
        104194578104      -0.03978       0.12641             -             -     +156.9286  fused
        104298772682       0.04042       0.12632             -             -      +16.2309  fused
        104403071455       0.00414       0.12622             -             -    -2280.2852  fused
        104507474526       0.00993       0.12613             -             -     +876.0932  fused
        104611982001       0.00596       0.12603             -             -     -510.2838  fused
        104716593983      -0.00931       0.12594             -             -     +446.1829  fused
        104821310577      -0.00179       0.12584             -             -    -1651.8040  fused
        104926131887       0.02925       0.12575             -             -    +2798.2144  fused
        105031058019      -0.03760       0.12566             -             -     +251.2974  fused
        105136089077      -0.07609       0.12556             -             -     +705.5458  fused
        105241225166       0.01030       0.12547             -             -    -2000.7693  fused
        105346466392       0.00608       0.12537             -             -     -527.3781  fused
        105451812858      -0.07213       0.12528             -             -    +2475.4014  fused
        105557264671      -0.05411       0.12519             -             -     -287.2205  fused
        105662821935       0.07571       0.12509             -             -     +336.1916  fused
        105768484757      -0.00329       0.12500             -             -    -3135.8206  fused
        105874253242      -0.00736       0.12490             -             -     +804.9678  fused
        105980127495      -0.05544       0.12481             -             -    +2019.8712  fused
        106086107623       0.04733       0.12472             -             -     -158.0153  fused
        106192193730      -0.03635       0.12462             -             -     -263.7230  fused
        106298385924       0.02273       0.12453             -             -     -469.4907  fused
        106404684310       0.00406       0.12444             -             -    -1723.8705  fused
        106511088994       0.00675       0.12434             -             -     +509.4644  fused
        106617600083      -0.11979       0.12425             -             -    +2877.9719  fused
        106724217684       0.01802       0.12416             -             -    -1895.0812  fused
        106830941901       0.01081       0.12406             -             -     -510.9849  fused
        106937772843      -0.01900       0.12397             -             -     +564.4665  fused
        107044710616      -0.08349       0.12388             -             -    +1481.3577  fused
        107151755327      -0.03639       0.12379             -             -     -830.6005  fused
        107258907082       0.07875       0.12369             -             -     +772.6409  fused
        107366165989       0.01732       0.12360             -             -    -1515.1035  fused
        107473532155      -0.00929       0.12351             -             -     -622.5112  fused
        107581005687      -0.02957       0.12341             -             -    +1158.3589  fused
        107688586693      -0.03671       0.12332             -             -     +216.5573  fused
        107796275280      -0.09953       0.12323             -             -     +998.2444  fused
        107904071555       0.01172       0.12314             -             -    -2139.6801  fused
        108011975626       0.05328       0.12305             -             -    +1515.0822  fused
        108119987602       0.00914       0.12295             -             -    -1763.9336  fused
        108228107590      -0.00826       0.12286             -             -     -100.8691  fused
        108336335697       0.01055       0.12277             -             -     +244.9228  fused
        108444672033      -0.00283       0.12268             -             -    -1315.9223  fused
        108553116705      -0.00938       0.12258             -             -    +1199.0187  fused
        108661669822      -0.00736       0.12249             -             -     -241.8343  fused
        108770331491      -0.07793       0.12240             -             -    +2360.6804  fused
        108879101823       0.00384       0.12231             -             -    -3010.8772  fused
        108987980925       0.00887       0.12222             -             -     +837.6761  fused
        109096968906      -0.04247       0.12213             -             -    +1566.6254  fused
        109206065875      -0.02130       0.12203             -             -     -690.0504  fused
        109315271940      -0.02363       0.12194             -             -     +104.0730  fused
        109424587212       0.05384       0.12185             -             -     +824.1292  fused
        109534011800       0.01958       0.12176             -             -    -1011.7101  fused
        109643545811      -0.04205       0.12167             -             -     +764.9198  fused
        109753189357       0.00860       0.12158             -             -    -1587.4908  fused
        109862942547       0.05765       0.12149             -             -    +1903.6616  fused
        109972805489      -0.05675       0.12140             -             -      -15.4782  fused
        110082778295      -0.02406       0.12131             -             -     -858.3934  fused
        110192861073       0.06837       0.12121             -             -    +1045.2444  fused
        110303053934       0.04288       0.12112             -             -     -466.4119  fused
        110413356988       0.01261       0.12103             -             -    -1224.6133  fused
        110523770345       0.01795       0.12094             -             -     +353.7054  fused
        110634294115      -0.01578       0.12085             -             -     -128.8018  fused
        110744928409       0.08728       0.12076             -             -    +1711.6955  fused
        110855673338      -0.04747       0.12067             -             -     -609.0303  fused
        110966529011       0.00923       0.12058             -             -    -1638.5529  fused
        111077495540       0.01577       0.12049             -             -     +536.6507  fused
        111188573036      -0.05605       0.12040             -             -    +1268.7557  fused
        111299761609      -0.02223       0.12031             -             -     -924.7888  fused
        111411061370      -0.06926       0.12022             -             -    +1137.0374  fused
        111522472432       0.00564       0.12013             -             -    -2508.3829  fused
        111633994904      -0.00135       0.12004             -             -    -1430.3206  fused
        111745628899       0.03970       0.11995             -             -    +3382.7710  fused
        111857374528      -0.08675       0.11986             -             -     +782.3265  fused
        111969231902      -0.04232       0.11977             -             -     -717.8898  fused
        112081201134       0.03227       0.11968             -             -     -271.1077  fused
        112193282335       0.04484       0.11959             -             -     +329.5085  fused
        112305475618       0.03098       0.11950             -             -     -369.6768  fused
        112417781093       0.05775       0.11941             -             -     +623.2422  fused
        112530198875      -0.00519       0.11932             -             -    -2409.8618  fused
        112642729073      -0.06131       0.11923             -             -    +2470.2032  fused
        112755371802       0.04853       0.11914             -             -     -233.5103  fused
        112868127174       0.02403       0.11905             -             -     -702.8967  fused
        112980995301      -0.00833       0.11896             -             -    -1059.6144  fused
        113093976297      -0.03783       0.11887             -             -    +1514.0744  fused
        113207070273       0.02201       0.11879             -             -     -541.5593  fused
        113320277343       0.03050       0.11870             -             -     +326.4205  fused
        113433597621       0.06054       0.11861             -             -     +686.2282  fused
        113547031218      -0.02695       0.11852             -             -     -809.5427  fused
        113660578250       0.03303       0.11843             -             -     +203.9670  fused
        113774238828      -0.00824       0.11834             -             -    -1389.4271  fused
        113888013067      -0.03963       0.11825             -             -    +1572.1736  fused
        114001901080       0.00567       0.11816             -             -    -1945.5975  fused
        114115902981      -0.05544       0.11808             -             -    +2281.8130  fused
        114230018884      -0.03520       0.11799             -             -     -454.2335  fused
        114344248903      -0.02356       0.11790             -             -     -401.2206  fused
        114458593152      -0.02037       0.11781             -             -     -145.4610  fused
        114573051745      -0.01856       0.11772             -             -      -92.6521  fused
        114687624796       0.01206       0.11763             -             -     -430.9810  fused
        114802312421      -0.04162       0.11755             -             -    +1239.2864  fused
        114917114734       0.00405       0.11746             -             -    -2331.0129  fused
        115032031848      -0.01516       0.11737             -             -    +1321.1211  fused
        115147063880      -0.00007       0.11728             -             -    -5406.1451  fused
        115262210944       0.00999       0.11719             -             -    +4989.0836  fused
        115377473155       0.04862       0.11711             -             -    +1583.6304  fused
        115492850628      -0.02221       0.11702             -             -     -783.6371  fused
        115608343479      -0.01926       0.11693             -             -     -142.4934  fused
        115723951822       0.01379       0.11684             -             -     -333.9496  fused
        115839675774      -0.03403       0.11676             -             -     +904.0536  fused
        115955515450      -0.01402       0.11667             -             -     -886.8301  fused
        116071470965       0.03706       0.11658             -             -     +972.8887  fused
        116187542436      -0.09846       0.11649             -             -     +977.7555  fused
        116303729979      -0.00888       0.11641             -             -    -2407.0506  fused
        116420033709       0.03657       0.11632             -             -    +1416.5919  fused
        116536453742      -0.00643       0.11623             -             -    -1739.5577  fused
        116652990196      -0.01254       0.11614             -             -     +669.0651  fused
        116769643186       0.02321       0.11606             -             -     +616.2846  fused
        116886412830       0.03434       0.11597             -             -     +392.2487  fused
        117003299242      -0.02473       0.11588             -             -     -328.2238  fused
        117120302542      -0.01450       0.11580             -             -     -534.0520  fused
        117237422844      -0.03530       0.11571             -             -     +890.6939  fused
        117354660267       0.05536       0.11562             -             -     +450.3195  fused
        117472014927      -0.00424       0.11554             -             -    -2569.4122  fused
        117589486942       0.03457       0.11545             -             -    +2098.8344  fused
        117707076429       0.01074       0.11536             -             -    -1169.0243  fused
        117824783506      -0.00158       0.11528             -             -    -1917.8390  fused
        117942608289       0.06026       0.11519             -             -    +3643.6668  fused
        118060550897      -0.00592       0.11510             -             -    -2321.1299  fused
        118178611448       0.01172       0.11502             -             -     +683.6846  fused
        118296790060      -0.04149       0.11493             -             -    +1264.7333  fused
        118415086850      -0.08009       0.11485             -             -     +658.2804  fused
        118533501937      -0.07714       0.11476             -             -      -37.3338  fused
        118652035439       0.05089       0.11467             -             -     -415.9549  fused
        118770687474       0.04792       0.11459             -             -      -59.9067  fused
        118889458161       0.01378       0.11450             -             -    -1246.4205  fused
        119008347620      -0.02392       0.11442             -             -     +551.8393  fused
        119127355967      -0.00502       0.11433             -             -    -1561.8130  fused
        119246483323      -0.01222       0.11424             -             -     +889.9436  fused
        119365729807      -0.02896       0.11416             -             -     +863.8159  fused
        119485095536       0.05272       0.11407             -             -     +599.7631  fused
        119604580632      -0.04605       0.11399             -             -     -135.1114  fused
        119724185213       0.00120       0.11390             -             -    -3647.4692  fused
        119843909398       0.03975       0.11382             -             -    +3500.8589  fused
        119963753307      -0.05540       0.11373             -             -     +332.2119  fused
        120083717060      -0.03971       0.11365             -             -     -332.7886  fused
        120203800778       0.03848       0.11356             -             -      -31.1834  fused
        120324004578      -0.08195       0.11348             -             -     +756.5146  fused
        120444328583       0.02621       0.11339             -             -    -1140.1085  fused
        120564772911      -0.02760       0.11331             -             -      +51.9493  fused
        120685337684      -0.08541       0.11322             -             -    +1130.2895  fused
        120806023022       0.00169       0.11314             -             -    -3925.2142  fused
        120926829045       0.03808       0.11305             -             -    +3117.6007  fused
        121047755874      -0.00088       0.11297             -             -    -3763.7177  fused
        121168803630      -0.06085       0.11288             -             -    +4233.0750  fused
        121289972434       0.06777       0.11280             -             -     +108.1124  fused
        121411262406       0.06973       0.11271             -             -      +28.7594  fused
        121532673668       0.02071       0.11263             -             -    -1214.4022  fused
        121654206342       0.03222       0.11254             -             -     +442.4291  fused
        121775860548      -0.02617       0.11246             -             -     -207.7736  fused
        121897636409      -0.07689       0.11238             -             -    +1078.5254  fused
        122019534045      -0.05452       0.11229             -             -     -343.7557  fused
        122141553579       0.04506       0.11221             -             -     -190.3446  fused
        122263695133       0.06460       0.11212             -             -     +360.6465  fused
        122385958828       0.02146       0.11204             -             -    -1102.4078  fused
        122508344787      -0.04052       0.11196             -             -     +636.2698  fused
        122630853132      -0.04061       0.11187             -             -       +2.3606  fused
        122753483985       0.00116       0.11179             -             -    -3553.5932  fused
        122876237469       0.02812       0.11170             -             -    +3186.5273  fused
        122999113706       0.03081       0.11162             -             -      +91.6678  fused
        123122112820       0.04684       0.11154             -             -     +419.2917  fused
        123245234933      -0.03448       0.11145             -             -     -306.3194  fused
        123368480168      -0.05152       0.11137             -             -     +402.0972  fused
        123491848648       0.04991       0.11129             -             -      -31.5445  fused
        123615340497      -0.03603       0.11120             -             -     -325.9530  fused
        123738955837      -0.09810       0.11112             -             -    +1002.5028  fused
        123862694793       0.05340       0.11104             -             -     -608.3022  fused
        123986557488      -0.04487       0.11095             -             -     -173.8912  fused
        124110544045       0.01929       0.11087             -             -     -844.4594  fused
        124234654589      -0.05766       0.11079             -             -    +1095.9919  fused
        124358889244       0.01896       0.11070             -             -    -1112.7448  fused
        124483248133      -0.01577       0.11062             -             -     -184.0909  fused
        124607731381      -0.02484       0.11054             -             -     +454.9534  fused
        124732339113       0.00552       0.11045             -             -    -1504.1478  fused
        124857071452       0.07637       0.11037             -             -    +2628.4208  fused
        124981928523       0.03820       0.11029             -             -     -692.7188  fused
        125106910452       0.02924       0.11021             -             -     -267.4219  fused
        125232017362       0.00324       0.11012             -             -    -2200.2375  fused
        125357249380      -0.02798       0.11004             -             -    +2156.6757  fused
        125482606629       0.02561       0.10996             -             -      -88.2862  fused
        125608089236       0.04740       0.10988             -             -     +616.2862  fused
        125733697325      -0.05996       0.10979             -             -     +235.3555  fused
        125859431022      -0.07524       0.10971             -             -     +227.4382  fused
        125985290453       0.07038       0.10963             -             -      -66.5687  fused
        126111275744      -0.08473       0.10955             -             -     +185.9491  fused
        126237387019      -0.00401       0.10947             -             -    -3053.2061  fused
        126363624406       0.06332       0.10938             -             -    +2762.2500  fused
        126489988031       0.05694       0.10930             -             -     -105.9500  fused
        126616478019       0.05858       0.10922             -             -      +28.6165  fused
        126743094497      -0.03855       0.10914             -             -     -418.4086  fused
        126869837591       0.01394       0.10906             -             -    -1017.5609  fused
        126996707429      -0.06350       0.10897             -             -    +1517.3494  fused
        127123704136      -0.00421       0.10889             -             -    -2713.5829  fused
        127250827841       0.06092       0.10881             -             -    +2672.6275  fused
        127378078668       0.01919       0.10873             -             -    -1155.7131  fused
        127505456747       0.04415       0.10865             -             -     +834.1001  fused
        127632962204       0.00739       0.10857             -             -    -1787.8907  fused
        127760595166       0.04518       0.10849             -             -    +1811.4780  fused
        127888355761       0.02908       0.10840             -             -     -440.5134  fused
        128016244117       0.07468       0.10832             -             -     +943.8063  fused
        128144260361      -0.07908       0.10824             -             -      +57.4782  fused
        128272404621       0.00455       0.10816             -             -    -2856.4871  fused
        128400677026      -0.00175       0.10808             -             -     -954.1519  fused
        128529077703      -0.00254       0.10800             -             -     +370.6738  fused
        128657606781      -0.03015       0.10792             -             -    +2476.4165  fused
        128786264388       0.03933       0.10784             -             -     +265.9540  fused
        128915050652      -0.05366       0.10776             -             -     +311.0757  fused
        129043965703      -0.00168       0.10768             -             -    -3464.1056  fused
        129173009668      -0.10675       0.10759             -             -    +4152.8763  fused
        129302182678       0.02931       0.10751             -             -    -1292.8271  fused
        129431484861       0.02036       0.10743             -             -     -364.6445  fused
        129560916345       0.05276       0.10735             -             -     +953.0836  fused
        129690477262       0.02626       0.10727             -             -     -697.9085  fused
        129820167739       0.03863       0.10719             -             -     +386.6009  fused
        129949987907       0.05470       0.10711             -             -     +348.1683  fused
        130079937895      -0.02080       0.10703             -             -     -967.1468  fused
        130210017833       0.05086       0.10695             -             -     +894.9549  fused
        130340227850       0.00767       0.10687             -             -    -1892.2582  fused
        130470568078       0.02650       0.10679             -             -    +1240.5219  fused
        130601038646       0.05117       0.10671             -             -     +658.5206  fused
        130731639685       0.03080       0.10663             -             -     -507.6293  fused
        130862371325      -0.03862       0.10655             -             -     +226.6407  fused
        130993233696       0.00524       0.10647             -             -    -1998.6836  fused
        131124226930      -0.00393       0.10639             -             -     -288.3166  fused
        131255351157      -0.02595       0.10631             -             -    +1890.0602  fused
        131386606508      -0.03263       0.10623             -             -     +229.3846  fused
        131517993114       0.01467       0.10615             -             -     -799.8472  fused
        131649511107       0.04657       0.10607             -             -    +1156.1075  fused
