--- A078567 sequence check ---
a(1): PASS (0)
a(2): PASS (1)
a(3): PASS (4)
a(4): PASS (9)
a(5): PASS (17)
a(6): PASS (27)
a(7): PASS (41)
a(8): PASS (57)
a(9): PASS (77)
a(10): PASS (100)
a(11): PASS (127)

--- Identity check (all methods vs brute force, n <= 300) ---
All n in [2,300]: PASS

--- Asymptotic error and empirical theta ---
a(n) = n^2/2*log(n) + (g-3/4)*n^2 + n/4  +  err_osc
err_osc = O(n^{theta+1/2}).  ratio=1.0010  cutoff=1000
Below cutoff: fused verified vs hoying.  Above: fused only (trusted).
Computing 36860 sample points on 20 threads...

                   n   err_a/n^.75  env_max/n^.75   err_D/n^.25   combo/n^.25      θ_slope  method
               32017      -0.05981       0.13315             -             -    +4740.7796  fused
               32049       0.02821       0.13305             -             -     -752.1873  fused
               32081       0.04774       0.13296             -             -     +527.6239  fused
               32113      -0.02313       0.13286             -             -     -726.6638  fused
               32145       0.00949       0.13276             -             -     -894.3111  fused
               32177       0.03341       0.13266             -             -    +1265.3190  fused
               32209      -0.04908       0.13256             -             -     +387.0869  fused
               32241      -0.05445       0.13246             -             -     +104.8282  fused
               32274       0.07603       0.13236             -             -     +326.6276  fused
               32306       0.03271       0.13226             -             -     -850.9158  fused
               32338      -0.06432       0.13216             -             -     +683.2742  fused
               32370      -0.05871       0.13206             -             -      -92.0575  fused
               32403      -0.03876       0.13196             -             -     -407.2731  fused
               32435       0.03594       0.13187             -             -      -76.0743  fused
               32468       0.04558       0.13176             -             -     +233.7770  fused
               32500      -0.00581       0.13167             -             -    -2091.3912  fused
               32533       0.01193       0.13157             -             -     +710.1123  fused
               32565      -0.04785       0.13147             -             -    +1412.8530  fused
               32598       0.02590       0.13137             -             -     -605.8508  fused
               32630      -0.03235       0.13127             -             -     +226.9065  fused
               32663       0.06687       0.13117             -             -     +718.4927  fused
               32696       0.02949       0.13108             -             -     -810.4087  fused
               32728      -0.01225       0.13098             -             -     -898.1148  fused
               32761      -0.15768       0.15768             -             -    +2535.7319  fused
               32794       0.07812       0.15756             -             -     -697.2507  fused
               32827       0.04565       0.15744             -             -     -533.9861  fused
               32859      -0.00594       0.15732             -             -    -2092.8480  fused
               32892      -0.03291       0.15720             -             -    +1706.0059  fused
               32925      -0.03372       0.15709             -             -      +24.4938  fused
               32958       0.01246       0.15697             -             -     -993.6708  fused
               32991       0.03326       0.15685             -             -     +981.2604  fused
               33024      -0.00267       0.15673             -             -    -2522.3829  fused
               33057       0.01702       0.15662             -             -    +1854.6014  fused
               33090       0.02090       0.15650             -             -     +206.2511  fused
               33123      -0.09399       0.15638             -             -    +1508.5467  fused
               33156      -0.00870       0.15627             -             -    -2390.1432  fused
               33190       0.07551       0.15615             -             -    +2109.0085  fused
               33223       0.01785       0.15603             -             -    -1451.2263  fused
               33256      -0.00938       0.15591             -             -     -648.1458  fused
               33289      -0.10073       0.15580             -             -    +2394.2874  fused
               33322       0.05088       0.15568             -             -     -689.0882  fused
               33356       0.03217       0.15556             -             -     -449.2582  fused
               33389      -0.03076       0.15545             -             -      -45.0138  fused
               33423       0.04701       0.15533             -             -     +416.9364  fused
               33456      -0.04280       0.15521             -             -      -94.9013  fused
               33489      -0.04508       0.15510             -             -      +52.8350  fused
               33523      -0.01258       0.15498             -             -    -1257.1259  fused
               33556       0.05970       0.15487             -             -    +1582.7000  fused
               33590       0.00648       0.15475             -             -    -2192.3393  fused
               33624       0.02597       0.15463             -             -    +1372.0357  fused
               33657      -0.11032       0.15452             -             -    +1474.9628  fused
               33691       0.01719       0.15440             -             -    -1840.9022  fused
               33725       0.06889       0.15428             -             -    +1376.4305  fused
               33758       0.01085       0.15417             -             -    -1889.2259  fused
               33792      -0.06538       0.15405             -             -    +1784.0116  fused
               33826       0.00013       0.15394             -             -    -6154.1833  fused
               33860      -0.01921       0.15382             -             -    +4941.7777  fused
               33894       0.01735       0.15371             -             -     -100.9786  fused
               33927      -0.02054       0.15359             -             -     +173.5453  fused
               33961       0.05383       0.15348             -             -     +961.9098  fused
               33995       0.02544       0.15336             -             -     -748.5641  fused
               34029      -0.09542       0.15325             -             -    +1322.5327  fused
               34063       0.04288       0.15313             -             -     -800.7157  fused
               34097       0.05205       0.15302             -             -     +194.4317  fused
               34131       0.01248       0.15291             -             -    -1432.9117  fused
               34166      -0.01113       0.15279             -             -     -110.8942  fused
               34200      -0.10191       0.15267             -             -    +2226.4051  fused
               34234       0.00379       0.15256             -             -    -3311.9523  fused
               34268       0.01535       0.15245             -             -    +1408.8390  fused
               34302       0.02746       0.15233             -             -     +586.7755  fused
               34337      -0.01926       0.15222             -             -     -347.5243  fused
               34371       0.02402       0.15210             -             -     +223.4620  fused
               34406      -0.05455       0.15199             -             -     +806.0065  fused
               34440      -0.08116       0.15188             -             -     +402.5508  fused
               34474       0.07615       0.15176             -             -      -64.4271  fused
               34509       0.01946       0.15165             -             -    -1344.3556  fused
               34543      -0.00888       0.15154             -             -     -796.5172  fused
               34578      -0.10272       0.15142             -             -    +2417.8997  fused
               34612       0.05157       0.15131             -             -     -700.8125  fused
               34647       0.00714       0.15119             -             -    -1955.7223  fused
               34682       0.00019       0.15108             -             -    -3615.7758  fused
               34716      -0.02927       0.15097             -             -    +5165.7930  fused
               34751      -0.02225       0.15085             -             -     -272.0353  fused
               34786      -0.02829       0.15074             -             -     +239.1307  fused
               34821       0.04804       0.15063             -             -     +526.6314  fused
               34855      -0.00210       0.15052             -             -    -3206.8393  fused
               34890       0.02597       0.15040             -             -    +2506.0849  fused
               34925       0.00454       0.15029             -             -    -1740.0040  fused
               34960      -0.08928       0.15018             -             -    +2975.0011  fused
               34995       0.01718       0.15007             -             -    -1647.0526  fused
               35030       0.04158       0.14995             -             -     +884.7156  fused
               35065       0.05445       0.14984             -             -     +270.2278  fused
               35100      -0.12154       0.14973             -             -     +805.1804  fused
               35135       0.00082       0.14962             -             -    -5017.4536  fused
               35170       0.03429       0.14950             -             -    +3752.1533  fused
               35206       0.01184       0.14939             -             -    -1039.1801  fused
               35241       0.00906       0.14928             -             -     -269.5856  fused
               35276       0.01322       0.14917             -             -     +381.6516  fused
               35311      -0.00781       0.14906             -             -     -531.0326  fused
               35347      -0.05462       0.14894             -             -    +1909.1873  fused
               35382       0.04530       0.14883             -             -     -188.7093  fused
               35417       0.01368       0.14872             -             -    -1210.8006  fused
               35453       0.04705       0.14861             -             -    +1216.1352  fused
               35488      -0.04166       0.14850             -             -     -123.0786  fused
               35524      -0.08538       0.14839             -             -     +707.9375  fused
               35559       0.04442       0.14828             -             -     -663.1439  fused
               35595       0.05383       0.14816             -             -     +190.0007  fused
               35630      -0.05257       0.14805             -             -      -23.7565  fused
               35666       0.05120       0.14794             -             -      -25.9961  fused
               35702      -0.05435       0.14783             -             -      +59.3878  fused
               35737       0.00049       0.14772             -             -    -4807.6310  fused
               35773      -0.01166       0.14761             -             -    +3150.4411  fused
               35809       0.04407       0.14750             -             -    +1322.1173  fused
               35845       0.00756       0.14739             -             -    -1754.4338  fused
               35881      -0.05987       0.14728             -             -    +2062.0620  fused
               35916      -0.03130       0.14717             -             -     -665.0269  fused
               35952      -0.00162       0.14706             -             -    -2954.7981  fused
               35988       0.06058       0.14695             -             -    +3618.1393  fused
               36024      -0.01636       0.14684             -             -    -1309.4207  fused
               36060      -0.01763       0.14673             -             -      +75.4010  fused
               36096      -0.02311       0.14662             -             -     +271.3342  fused
               36133       0.06347       0.14651             -             -     +986.5344  fused
               36169      -0.01326       0.14640             -             -    -1572.3874  fused
               36205       0.02630       0.14629             -             -     +688.6597  fused
               36241       0.02322       0.14618             -             -     -124.7877  fused
               36277      -0.06450       0.14607             -             -    +1029.1185  fused
               36314       0.02305       0.14596             -             -    -1009.2513  fused
               36350       0.03969       0.14585             -             -     +548.8209  fused
               36386       0.05000       0.14574             -             -     +233.4771  fused
               36423      -0.03867       0.14563             -             -     -252.4504  fused
               36459      -0.04717       0.14552             -             -     +201.2638  fused
               36495       0.01451       0.14541             -             -    -1194.2972  fused
               36532       0.05974       0.14530             -             -    +1396.8149  fused
               36568      -0.02770       0.14520             -             -     -780.0469  fused
               36605       0.02052       0.14509             -             -     -296.5194  fused
               36642      -0.02204       0.14498             -             -      +71.0645  fused
               36678       0.01642       0.14487             -             -     -299.4999  fused
               36715      -0.05091       0.14476             -             -    +1122.5324  fused
               36752       0.06567       0.14465             -             -     +253.0459  fused
               36788       0.03052       0.14455             -             -     -782.3634  fused
               36825      -0.04490       0.14444             -             -     +384.2736  fused
               36862      -0.06609       0.14433             -             -     +385.1157  fused
               36899       0.03459       0.14422             -             -     -645.0036  fused
               36936       0.01154       0.14411             -             -    -1095.0610  fused
               36973      -0.03244       0.14400             -             -    +1032.4247  fused
               37010       0.02989       0.14389             -             -      -81.6059  fused
               37047      -0.07383       0.14379             -             -     +905.2885  fused
               37084       0.03074       0.14368             -             -     -877.4790  fused
               37121      -0.02279       0.14357             -             -     -299.7803  fused
               37158       0.04816       0.14346             -             -     +751.1603  fused
               37195       0.00935       0.14336             -             -    -1646.5289  fused
               37232      -0.07354       0.14325             -             -    +2074.4761  fused
               37270      -0.00792       0.14314             -             -    -2183.9697  fused
               37307       0.07421       0.14303             -             -    +2254.8542  fused
               37344       0.03181       0.14293             -             -     -854.2614  fused
               37382      -0.03934       0.14282             -             -     +209.2052  fused
               37419      -0.01768       0.14271             -             -     -808.3290  fused
               37456       0.05071       0.14261             -             -    +1066.4334  fused
               37494       0.01632       0.14250             -             -    -1118.1422  fused
               37531      -0.01545       0.14239             -             -      -54.6902  fused
               37569       0.04421       0.14229             -             -    +1038.8684  fused
               37606      -0.00241       0.14218             -             -    -2953.6082  fused
               37644      -0.02231       0.14207             -             -    +2202.1170  fused
               37682       0.01952       0.14197             -             -     -132.0278  fused
               37719       0.05962       0.14186             -             -    +1137.7985  fused
               37757      -0.02353       0.14175             -             -     -923.2879  fused
               37795      -0.05150       0.14165             -             -     +779.2091  fused
               37833      -0.04233       0.14154             -             -     -194.8576  fused
               37870       0.09184       0.14144             -             -     +792.5367  fused
               37908       0.00563       0.14133             -             -    -2784.0561  fused
               37946      -0.04479       0.14122             -             -    +2070.6668  fused
               37984       0.02190       0.14112             -             -     -714.8025  fused
               38022      -0.01660       0.14101             -             -     -276.4747  fused
               38060      -0.01089       0.14091             -             -     -421.6146  fused
               38098       0.02772       0.14080             -             -     +936.1374  fused
               38136       0.06341       0.14070             -             -     +830.3388  fused
               38174      -0.02265       0.14059             -             -    -1033.5893  fused
               38213      -0.07181       0.14048             -             -    +1130.4272  fused
               38251       0.03042       0.14038             -             -     -863.8250  fused
               38289       0.05432       0.14027             -             -     +584.0231  fused
               38327       0.03416       0.14017             -             -     -467.4005  fused
               38366      -0.03578       0.14006             -             -      +45.7144  fused
               38404      -0.06164       0.13996             -             -     +549.7868  fused
               38442       0.04867       0.13986             -             -     -238.5438  fused
               38481      -0.01387       0.13975             -             -    -1237.8831  fused
               38519       0.01072       0.13965             -             -     -260.8082  fused
               38558       0.00269       0.13954             -             -    -1364.1528  fused
               38596      -0.02916       0.13944             -             -    +2418.0607  fused
               38635      -0.07355       0.13933             -             -     +916.2304  fused
               38674       0.09627       0.13923             -             -     +267.0263  fused
               38712       0.02588       0.13912             -             -    -1337.4280  fused
               38751      -0.02741       0.13902             -             -      +57.4525  fused
               38790      -0.05562       0.13891             -             -     +703.5568  fused
               38829       0.07191       0.13881             -             -     +255.9260  fused
               38867      -0.00046       0.13871             -             -    -5169.0170  fused
               38906       0.01194       0.13860             -             -    +3251.3019  fused
               38945       0.02691       0.13850             -             -     +811.4817  fused
               38984      -0.05016       0.13839             -             -     +622.6367  fused
               39023       0.03649       0.13829             -             -     -318.0419  fused
               39062      -0.03111       0.13819             -             -     -159.2824  fused
               39101      -0.00753       0.13808             -             -    -1421.7570  fused
               39140       0.04650       0.13798             -             -    +1826.6281  fused
               39179      -0.05817       0.13788             -             -     +225.1599  fused
               39219       0.00559       0.13777             -             -    -2294.6596  fused
               39258       0.07097       0.13767             -             -    +2556.4582  fused
               39297       0.01045       0.13757             -             -    -1929.2827  fused
               39336      -0.04984       0.13746             -             -    +1575.4138  fused
               39376      -0.02090       0.13736             -             -     -854.9725  fused
               39415       0.00366       0.13726             -             -    -1758.6029  fused
               39455       0.03297       0.13715             -             -    +2166.3531  fused
               39494       0.03147       0.13705             -             -      -46.9071  fused
               39534       0.03060       0.13695             -             -      -27.5005  fused
               39573      -0.01104       0.13685             -             -    -1033.1944  fused
               39613      -0.03471       0.13674             -             -    +1133.8137  fused
               39652       0.04922       0.13664             -             -     +355.0300  fused
               39692       0.00641       0.13654             -             -    -2022.0769  fused
               39732      -0.01881       0.13644             -             -    +1069.6089  fused
               39771      -0.08037       0.13634             -             -    +1480.6304  fused
               39811       0.03136       0.13623             -             -     -935.9524  fused
               39851       0.02951       0.13613             -             -      -60.1408  fused
               39891      -0.02627       0.13603             -             -     -115.7633  fused
               39931       0.00417       0.13593             -             -    -1836.2592  fused
               39971       0.01226       0.13582             -             -    +1077.3799  fused
               40011      -0.05193       0.13572             -             -    +1443.5211  fused
               40051       0.02849       0.13562             -             -     -600.7008  fused
               40091       0.04305       0.13552             -             -     +413.8331  fused
               40131      -0.03999       0.13542             -             -      -73.7006  fused
               40171      -0.07111       0.13532             -             -     +578.1500  fused
               40211       0.03886       0.13522             -             -     -607.0642  fused
               40251      -0.00120       0.13511             -             -    -3495.2688  fused
               40291       0.02903       0.13501             -             -    +3205.5725  fused
               40332      -0.02265       0.13491             -             -     -243.7614  fused
               40372      -0.00558       0.13481             -             -    -1412.1932  fused
               40412       0.01058       0.13471             -             -     +645.8030  fused
               40453       0.01652       0.13461             -             -     +439.6104  fused
               40493       0.00297       0.13451             -             -    -1734.7547  fused
               40534       0.07904       0.13441             -             -    +3241.2945  fused
               40574      -0.08258       0.13431             -             -      +44.6567  fused
               40615       0.01195       0.13421             -             -    -1913.3983  fused
               40656       0.01315       0.13410             -             -      +94.9338  fused
               40696       0.01935       0.13400             -             -     +393.2427  fused
               40737      -0.02795       0.13390             -             -     +365.1308  fused
               40778       0.02108       0.13380             -             -     -280.0815  fused
               40818      -0.01303       0.13370             -             -     -490.7992  fused
               40859       0.04980       0.13360             -             -    +1336.0667  fused
               40900       0.00518       0.13350             -             -    -2255.8198  fused
               40941       0.01377       0.13340             -             -     +975.6187  fused
               40982      -0.01701       0.13330             -             -     +211.4796  fused
               41023      -0.02752       0.13320             -             -     +481.2670  fused
               41064       0.03894       0.13310             -             -     +347.6839  fused
               41105       0.05323       0.13300             -             -     +313.4870  fused
               41146      -0.01441       0.13290             -             -    -1310.1448  fused
               41187      -0.08299       0.13280             -             -    +1757.8104  fused
               41228       0.04475       0.13271             -             -     -620.4466  fused
               41270       0.03905       0.13260             -             -     -133.5890  fused
               41311      -0.04349       0.13251             -             -     +108.5821  fused
               41352       0.03816       0.13241             -             -     -131.3342  fused
               41394      -0.06142       0.13231             -             -     +468.9435  fused
               41435       0.06135       0.13221             -             -       -0.8966  fused
               41476      -0.01467       0.13211             -             -    -1446.2430  fused
               41518       0.04661       0.13201             -             -    +1142.2538  fused
               41559       0.04077       0.13191             -             -     -135.3855  fused
               41601      -0.08629       0.13181             -             -     +742.4876  fused
               41643       0.01913       0.13171             -             -    -1492.7743  fused
               41684       0.09296       0.13162             -             -    +1606.9593  fused
               41726      -0.01180       0.13152             -             -    -2049.4251  fused
               41768      -0.03926       0.13142             -             -    +1195.0748  fused
               41809      -0.02276       0.13132             -             -     -555.5209  fused
               41851       0.00954       0.13122             -             -     -865.3059  fused
               41893      -0.02013       0.13112             -             -     +744.4853  fused
               41935       0.07734       0.13102             -             -    +1343.4189  fused
               41977      -0.00736       0.13093             -             -    -2349.7213  fused
               42019      -0.07149       0.13083             -             -    +2273.9338  fused
               42061       0.04621       0.13073             -             -     -436.5651  fused
               42103       0.04652       0.13063             -             -       +7.0213  fused
               42145       0.02891       0.13053             -             -     -477.0137  fused
               42187      -0.05288       0.13044             -             -     +606.6500  fused
               42229      -0.07657       0.13034             -             -     +372.2545  fused
               42272       0.07897       0.13024             -             -      +30.6157  fused
               42314      -0.00487       0.13014             -             -    -2805.3470  fused
               42356       0.01982       0.13005             -             -    +1415.4351  fused
               42399      -0.02619       0.12995             -             -     +274.7918  fused
               42441      -0.02437       0.12985             -             -      -72.5481  fused
               42483      -0.05014       0.12975             -             -     +729.5392  fused
               42526       0.07725       0.12966             -             -     +427.5054  fused
               42568      -0.00790       0.12956             -             -    -2309.0097  fused
               42611      -0.02783       0.12946             -             -    +1246.8044  fused
               42654       0.01314       0.12936             -             -     -743.6279  fused
               42696       0.05470       0.12927             -             -    +1449.3845  fused
               42739       0.01237       0.12917             -             -    -1476.7161  fused
               42782      -0.01034       0.12907             -             -     -177.7010  fused
               42824      -0.06365       0.12898             -             -    +1852.1710  fused
               42867       0.04319       0.12888             -             -     -386.1795  fused
               42910      -0.00418       0.12878             -             -    -2329.6692  fused
               42953       0.00938       0.12869             -             -     +807.9686  fused
               42996       0.05421       0.12859             -             -    +1753.3386  fused
               43039      -0.06593       0.12850             -             -     +196.1946  fused
               43082       0.00309       0.12840             -             -    -3065.2720  fused
               43125       0.07099       0.12830             -             -    +3142.9225  fused
               43168      -0.00185       0.12821             -             -    -3661.8407  fused
               43211      -0.04766       0.12811             -             -    +3265.8513  fused
               43255      -0.03768       0.12801             -             -     -230.8283  fused
               43298       0.02438       0.12792             -             -     -437.7623  fused
               43341      -0.02578       0.12782             -             -      +56.3289  fused
               43385       0.05512       0.12773             -             -     +749.3171  fused
               43428      -0.07718       0.12763             -             -     +339.9986  fused
               43471      -0.05391       0.12754             -             -     -362.3563  fused
               43515      -0.03476       0.12744             -             -     -433.3431  fused
               43558       0.01363       0.12735             -             -     -948.0938  fused
               43602      -0.01192       0.12725             -             -     -131.7719  fused
               43646      -0.04307       0.12715             -             -    +1273.4414  fused
               43689      -0.02342       0.12706             -             -     -618.2810  fused
               43733       0.06152       0.12696             -             -     +959.4919  fused
               43777      -0.04769       0.12687             -             -     -252.8354  fused
               43820       0.02188       0.12677             -             -     -793.3179  fused
               43864       0.00602       0.12668             -             -    -1285.4005  fused
               43908      -0.00896       0.12658             -             -     +396.6616  fused
               43952      -0.02375       0.12649             -             -     +973.2469  fused
               43996       0.02682       0.12639             -             -     +122.1019  fused
               44040      -0.00939       0.12630             -             -    -1050.3526  fused
               44084      -0.08356       0.12620             -             -    +2189.7001  fused
               44128       0.06056       0.12611             -             -     -322.3943  fused
               44172       0.03649       0.12602             -             -     -507.9835  fused
               44216       0.03022       0.12592             -             -     -189.3143  fused
               44261      -0.01943       0.12583             -             -     -433.7877  fused
               44305      -0.01073       0.12573             -             -     -597.2096  fused
               44349       0.00907       0.12564             -             -     -169.7828  fused
               44393      -0.03071       0.12554             -             -    +1230.7795  fused
               44438       0.05619       0.12545             -             -     +596.4514  fused
               44482      -0.00210       0.12536             -             -    -3319.7321  fused
               44527      -0.08682       0.12526             -             -    +3679.9833  fused
               44571       0.08557       0.12517             -             -      -14.4115  fused
               44616       0.00528       0.12507             -             -    -2760.1661  fused
               44661       0.00097       0.12498             -             -    -1680.2726  fused
               44705      -0.05340       0.12489             -             -    +4070.7006  fused
               44750       0.02958       0.12479             -             -     -586.9499  fused
               44795       0.03227       0.12470             -             -      +86.7201  fused
               44839      -0.01231       0.12461             -             -     -981.2054  fused
               44884      -0.03605       0.12451             -             -    +1071.4682  fused
               44929      -0.04447       0.12442             -             -     +209.5737  fused
               44974      -0.00066       0.12433             -             -    -4198.7950  fused
               45019       0.01144       0.12423             -             -    +2846.3328  fused
               45064       0.05757       0.12414             -             -    +1617.2912  fused
               45109      -0.02906       0.12405             -             -     -684.7893  fused
               45154      -0.08027       0.12395             -             -    +1019.2724  fused
               45199       0.05162       0.12386             -             -     -442.9219  fused
               45245       0.01582       0.12377             -             -    -1162.4236  fused
               45290      -0.01649       0.12368             -             -      +41.8768  fused
               45335       0.03862       0.12358             -             -     +857.2234  fused
               45380       0.00951       0.12349             -             -    -1411.8349  fused
               45426       0.00716       0.12340             -             -     -279.7789  fused
               45471       0.01906       0.12331             -             -     +988.3822  fused
               45517       0.05345       0.12321             -             -    +1020.2668  fused
               45562      -0.04321       0.12312             -             -     -215.0638  fused
               45608       0.01069       0.12303             -             -    -1383.5386  fused
               45653       0.07041       0.12294             -             -    +1911.3346  fused
               45699       0.01320       0.12284             -             -    -1662.1239  fused
               45745      -0.08385       0.12275             -             -    +1838.0233  fused
               45791      -0.00019       0.12266             -             -    -6052.8059  fused
               45836       0.03925       0.12257             -             -    +5421.2385  fused
               45882      -0.02021       0.12248             -             -     -661.7957  fused
               45928       0.03949       0.12238             -             -     +668.9986  fused
               45974      -0.00993       0.12229             -             -    -1378.7950  fused
               46020      -0.04725       0.12220             -             -    +1560.0057  fused
               46066       0.03822       0.12211             -             -     -212.1174  fused
               46112       0.01043       0.12202             -             -    -1300.7535  fused
               46158       0.00559       0.12193             -             -     -624.6496  fused
               46204      -0.09435       0.12184             -             -    +2836.6757  fused
               46251       0.00942       0.12174             -             -    -2265.6121  fused
               46297       0.06236       0.12165             -             -    +1901.1753  fused
               46343      -0.01756       0.12156             -             -    -1276.1049  fused
               46389       0.05156       0.12147             -             -    +1086.1239  fused
               46436      -0.05625       0.12138             -             -      +86.2445  fused
               46482      -0.00074       0.12129             -             -    -4367.5856  fused
               46529       0.03249       0.12120             -             -    +3736.3907  fused
               46575       0.03035       0.12111             -             -      -68.6399  fused
               46622      -0.08747       0.12102             -             -    +1049.5660  fused
               46668       0.01198       0.12093             -             -    -2015.6989  fused
               46715       0.04562       0.12083             -             -    +1328.5499  fused
               46762       0.03169       0.12074             -             -     -361.9745  fused
               46809      -0.05288       0.12065             -             -     +509.8106  fused
               46855      -0.05615       0.12056             -             -      +61.3586  fused
               46902       0.02300       0.12047             -             -     -889.8382  fused
               46949       0.01479       0.12038             -             -     -440.9340  fused
               46996      -0.00158       0.12029             -             -    -2235.1024  fused
               47043      -0.01411       0.12020             -             -    +2191.3037  fused
               47090      -0.06687       0.12011             -             -    +1558.0354  fused
               47137       0.02130       0.12002             -             -    -1146.6183  fused
               47184       0.06710       0.11993             -             -    +1151.6625  fused
               47232      -0.04754       0.11984             -             -     -338.6331  fused
               47279      -0.03910       0.11975             -             -     -196.3561  fused
               47326      -0.00280       0.11966             -             -    -2654.2884  fused
               47373       0.02399       0.11957             -             -    +2165.2416  fused
               47421      -0.03274       0.11948             -             -     +307.4380  fused
               47468       0.01832       0.11939             -             -     -585.8089  fused
               47516      -0.07959       0.11930             -             -    +1453.5887  fused
               47563       0.01989       0.11922             -             -    -1402.5711  fused
               47611      -0.00891       0.11913             -             -     -795.3045  fused
               47658       0.05750       0.11904             -             -    +1889.5960  fused
               47706      -0.06813       0.11895             -             -     +168.8699  fused
               47754      -0.00772       0.11886             -             -    -2165.0294  fused
               47801       0.03967       0.11877             -             -    +1663.9848  fused
               47849       0.00256       0.11868             -             -    -2729.3485  fused
               47897      -0.01062       0.11859             -             -    +1418.6085  fused
               47945      -0.03195       0.11850             -             -    +1099.3747  fused
               47993       0.01643       0.11841             -             -     -664.4833  fused
               48041       0.00438       0.11832             -             -    -1321.3108  fused
               48089       0.05595       0.11824             -             -    +2550.2756  fused
               48137      -0.03756       0.11815             -             -     -398.9980  fused
               48185      -0.02667       0.11806             -             -     -343.3785  fused
               48233       0.03502       0.11797             -             -     +273.8114  fused
               48282       0.04492       0.11788             -             -     +245.4469  fused
               48330      -0.01417       0.11779             -             -    -1160.7766  fused
               48378      -0.08105       0.11771             -             -    +1756.9578  fused
               48427       0.06504       0.11762             -             -     -217.1132  fused
               48475       0.03455       0.11753             -             -     -638.4176  fused
               48524       0.04020       0.11744             -             -     +150.2724  fused
               48572       0.01468       0.11735             -             -    -1018.9466  fused
               48621      -0.06904       0.11726             -             -    +1536.0069  fused
               48669       0.00240       0.11718             -             -    -3403.0388  fused
               48718       0.02276       0.11709             -             -    +2234.4857  fused
               48767      -0.02222       0.11700             -             -      -23.5621  fused
               48815      -0.04073       0.11691             -             -     +616.1678  fused
               48864       0.01850       0.11683             -             -     -786.3539  fused
               48913       0.05358       0.11674             -             -    +1061.3782  fused
               48962      -0.04163       0.11665             -             -     -251.8144  fused
               49011      -0.01232       0.11656             -             -    -1217.1381  fused
               49060      -0.03944       0.11648             -             -    +1164.8230  fused
               49109       0.01851       0.11639             -             -     -757.8089  fused
               49158       0.04999       0.11630             -             -     +996.6118  fused
               49207       0.01401       0.11622             -             -    -1276.3067  fused
               49257      -0.03940       0.11613             -             -    +1018.2984  fused
               49306      -0.00278       0.11604             -             -    -2665.3308  fused
               49355       0.06867       0.11595             -             -    +3227.6780  fused
               49404      -0.05104       0.11587             -             -     -298.7899  fused
               49454      -0.01765       0.11578             -             -    -1049.5879  fused
               49503      -0.07770       0.11569             -             -    +1496.9612  fused
               49553       0.05214       0.11561             -             -     -394.8174  fused
               49602      -0.02084       0.11552             -             -     -927.5453  fused
               49652       0.02167       0.11543             -             -      +39.0896  fused
               49702      -0.01997       0.11535             -             -      -81.1451  fused
               49751       0.00234       0.11526             -             -    -2177.5736  fused
               49801       0.05471       0.11517             -             -    +3140.0205  fused
               49851       0.02535       0.11509             -             -     -766.4373  fused
               49901      -0.05607       0.11500             -             -     +792.1039  fused
               49951      -0.02765       0.11491             -             -     -705.5701  fused
               50001       0.07521       0.11483             -             -    +1000.3629  fused
               50051      -0.06487       0.11474             -             -     -147.7592  fused
               50101       0.00850       0.11466             -             -    -2035.3855  fused
               50151      -0.03624       0.11457             -             -    +1454.2699  fused
               50201       0.01929       0.11449             -             -     -632.4336  fused
               50251       0.03558       0.11440             -             -     +615.0336  fused
               50301       0.00779       0.11431             -             -    -1527.2208  fused
               50352       0.02509       0.11423             -             -    +1154.6329  fused
               50402      -0.15170       0.15170             -             -    +1813.2326  fused
               50452       0.08396       0.15158             -             -     -596.3684  fused
               50503      -0.00242       0.15147             -             -    -3511.9337  fused
               50553      -0.05264       0.15136             -             -    +3114.4273  fused
               50604      -0.00562       0.15124             -             -    -2218.0094  fused
               50654       0.02801       0.15113             -             -    +1626.1744  fused
